,wrapperType,artistId,collectionId,artistName,artistViewUrl,collectionViewUrl,artworkUrl60,artworkUrl100,collectionPrice,collectionExplicitness,trackCount,country,currency,releaseDate,primaryGenreName,previewUrl,description,copyright,kind,trackId,collectionName,trackName,collectionCensoredName,trackCensoredName,trackViewUrl,artworkUrl30,trackPrice,trackExplicitness,discCount,discNumber,trackNumber,trackTimeMillis,isStreamable,collectionArtistId,collectionArtistViewUrl,trackRentalPrice,collectionHdPrice,trackHdPrice,trackHdRentalPrice,contentAdvisoryRating,shortDescription,longDescription,hasITunesExtras,collectionArtistName,amgArtistId
0,audiobook,160778930.0,1439484338.0,Bob Spitz,https://books.apple.com/us/author/bob-spitz/id160778930?uo=4,https://books.apple.com/us/audiobook/the-beatles-abridged/id1439484338?uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/69/b8/65/69b86591-ce4b-9bd0-ab71-3808d0ea06dc/9780743552455.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/69/b8/65/69b86591-ce4b-9bd0-ab71-3808d0ea06dc/9780743552455.jpg/100x100bb.jpg,19.99,cleaned,1.0,USA,USD,2005-11-01T08:00:00Z,Biographies & Memoirs,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview123/v4/8a/3b/60/8a3b60b6-8b98-ec66-4193-2410ade915b6/mzaf_3719604921631393408.std.aac.p.m4a,"<b>2007 Audie Award Winner for Non-Fiction, Abridged</b><br /><br />Even before the Beatles hit the big time, a myth was created. This version of the Beatles legend smoothed the rough edges and filled in the fault lines, and for more than forty years this manicured version of the Beatles story has sustained as truth -- until now.<br /> The product of almost a decade of research, hundreds of unprecedented interviews, and the discovery of scores of never-before-revealed documents, Bob Spitz's <i>The Beatles</i> is the biography fans have been waiting for.<br /> Never before has a biography of musicians been so immersive and textured. We are there in the McCartney living room when Paul and John learn to write songs together; backstage the night Ringo takes over on drums; in seedy German strip clubs where George lies about his age so the band can perform; and at the <i>Ed Sullivan Show</i> as America discovers the joy and the madness. From Shea to San Francisco, through the London night, on to India, through marmalade skies, across the universe-all the way to a rooftop concert and one last moment of laughter and music.<br /> It is all here, the highs and the lows, the love and the rivalry, the drugs, the tears, the thrill, the magic never again to be repeated. Bob Spitz's masterpiece is, at long last, the biography the Beatles deserve.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,audiobook,2037074.0,1646008816.0,Hunter Davies,https://books.apple.com/us/author/hunter-davies/id2037074?uo=4,https://books.apple.com/us/audiobook/the-beatles/id1646008816?uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/a9/d4/1d/a9d41dc7-12e1-c377-71fe-019d4d5116d2/2350-square.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/a9/d4/1d/a9d41dc7-12e1-c377-71fe-019d4d5116d2/2350-square.jpg/100x100bb.jpg,19.99,cleaned,1.0,USA,USD,1999-02-01T08:00:00Z,Biographies & Memoirs,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/cb/e1/0e/cbe10e4c-f201-18ef-55d5-069c6b4fcca1/mzaf_14191771216598309057.std.aac.p.m4a,"This worldwide bestseller is the biography that defined a band—and an era.<br /><br />As the friend and only authorized biographer of the most famous musical group in history, Davies had full access to the Beatles—including their family, friends, and colleauges—as well as their help and encouragement in writing this biography. He spent eighteen months with them when they were at the peak of their musical genius and the pinnacle of their popularity, making a mark on history and popular culture that would never fade. Davies stayed on with the Beatles through their breakup and remained friends with the individual members afterwards, enabling him to write the continuing story of their solo careers.<br /><br />First published in 1968, this newly revised edition has added information, including a new introduction and a newly discovered song lyric by George Harrison.","© 1998 by Blackstone Audio, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,
2,track,157458.0,282495289.0,Daniel Johnston,https://music.apple.com/us/artist/daniel-johnston/157458?uo=4,https://music.apple.com/us/album/the-beatles/282495289?i=282495296&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music/c7/24/19/mzi.hsrvxuky.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music/c7/24/19/mzi.hsrvxuky.jpg/100x100bb.jpg,9.99,notExplicit,20.0,USA,USD,1983-05-01T12:00:00Z,Alternative,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/e6/81/31/e68131e4-2889-d027-d1e2-6755e56fd434/mzaf_13627254640725098082.plus.aac.p.m4a,,,song,282495296.0,Yip! Jump Music,The Beatles,Yip! Jump Music,The Beatles,https://music.apple.com/us/album/the-beatles/282495289?i=282495296&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music/c7/24/19/mzi.hsrvxuky.jpg/30x30bb.jpg,0.99,notExplicit,1.0,1.0,2.0,145453.0,True,,,,,,,,,,,,
3,track,,1603376178.0,Joachim Rønning & Espen Sandberg,,https://itunes.apple.com/us/movie/pirates-of-the-caribbean-dead-men-tell-no-tales/id1237438304?uo=4,https://is1-ssl.mzstatic.com/image/thumb/Video128/v4/ef/10/bc/ef10bc9d-da6e-1c91-8373-85102511cb45/pr_source.lsr/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Video128/v4/ef/10/bc/ef10bc9d-da6e-1c91-8373-85102511cb45/pr_source.lsr/100x100bb.jpg,9.99,notExplicit,5.0,USA,USD,2017-05-26T07:00:00Z,Action & Adventure,https://video-ssl.itunes.apple.com/itunes-assets/Video127/v4/53/9d/31/539d312d-83c1-78f1-6fee-9f2f8866a740/mzvf_6396899992763116236.640x356.h264lc.U.p.m4v,,,feature-movie,1237438304.0,Pirates of the Caribbean 5 Movie Collection,Pirates of the Caribbean: Dead Men Tell No Tales,Pirates of the Caribbean 5 Movie Collection,Pirates of the Caribbean: Dead Men Tell No Tales,https://itunes.apple.com/us/movie/pirates-of-the-caribbean-dead-men-tell-no-tales/id1237438304?uo=4,https://is1-ssl.mzstatic.com/image/thumb/Video128/v4/ef/10/bc/ef10bc9d-da6e-1c91-8373-85102511cb45/pr_source.lsr/30x30bb.jpg,9.99,notExplicit,1.0,1.0,5.0,7785485.0,,410641764.0,https://itunes.apple.com/us/artist/buena-vista-home-entertainment-inc/410641764?uo=4,5.99,9.99,9.99,5.99,PG-13,"Thrust into an all-new adventure, a down-on-his luck Captain Jack Sparrow finds the winds of ill","Thrust into an adventure, a down-on-his luck Captain Jack Sparrow finds the winds of ill fortune blowing even more strongly when a crew of deadly ghost pirates led by an old rival, the terrifying Captain Salazar, escape from the Devil’s Triangle, determined to kill every pirate at sea...including him. His only hope of survival lies in finding the legendary Trident of Poseidon, a powerful artifact that gives its possessor total control of the seas.",True,,
4,audiobook,511539599.0,511539450.0,Michael R. Frontani,https://books.apple.com/us/author/michael-r-frontani/id511539599?uo=4,https://books.apple.com/us/audiobook/the-beatles-image-and-the-media-unabridged/id511539450?uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music/v4/d5/42/d3/d542d37d-7227-66b0-a778-899148626619/cover.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music/v4/d5/42/d3/d542d37d-7227-66b0-a778-899148626619/cover.jpg/100x100bb.jpg,17.99,cleaned,2.0,USA,USD,2012-03-16T07:00:00Z,Biographies & Memoirs,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview123/v4/5d/65/1a/5d651a9d-82be-5274-9163-8cf8cdbe8b7e/mzaf_5114064751381112440.std.aac.p.m4a,"<i>The Beatles: Image and the Media</i> charts the transformation of the Beatles from teen idols to leaders of the youth movement and powerful cultural agents. Drawing upon American mainstream print media, broadcasts, albums, films, and videos, the study covers the band's career in the United States. Michael R. Frontani explores how the Beatles' media image evolved and how this transformation related to cultural and historical events. <br /><br />Upon their arrival in the U.S., the Beatles wore sharply tailored suits and cast themselves as adorable, accessible teen heartthrobs. By the end of the decade, they had absorbed the fashion and consciousness of the burgeoning counterculture and were using their interviews, media events, and music to comment on issues such as the Vietnam War, drug culture, and civil rights. Frontani traces the steps that led to this change and comments on how the band's mantra of essential optimism never wavered despite the evolution of its media profile. The book is published by University Press of Mississippi. <br /><br />Michael R. Frontani is associate professor of communications at Elon University. His work has appeared in <i>American Journalism</i>, <i>Journal of American Culture</i>, <i>Journalism History</i>, and <i>African Studies Review</i>.",© 2012 University Press Audiobooks,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,track,5621730.0,1025317255.0,Devendra Banhart,https://music.apple.com/us/artist/devendra-banhart/5621730?uo=4,https://music.apple.com/us/album/the-beatles/1025317255?i=1025317599&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/de/b9/b8/deb9b83a-1702-4241-e6d6-935764a76c6a/634904019204.png/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/de/b9/b8/deb9b83a-1702-4241-e6d6-935764a76c6a/634904019204.png/100x100bb.jpg,9.99,notExplicit,22.0,USA,USD,2005-09-12T12:00:00Z,Alternative,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/44/c1/98/44c198a8-2a9c-dea6-d575-36141138edd6/mzaf_1061800412585949492.plus.aac.p.m4a,,,song,1025317599.0,Cripple Crow,The Beatles,Cripple Crow,The Beatles,https://music.apple.com/us/album/the-beatles/1025317255?i=1025317599&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/de/b9/b8/deb9b83a-1702-4241-e6d6-935764a76c6a/634904019204.png/30x30bb.jpg,1.29,notExplicit,1.0,1.0,10.0,104413.0,True,,,,,,,,,,,,
6,audiobook,125377525.0,189222494.0,N.N.,https://books.apple.com/us/author/n-n/id125377525?uo=4,https://books.apple.com/us/audiobook/the-beatles-i-want-to-hold-your-hand-pop-splits/id189222494?uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/15/d8/d2/15d8d240-d232-c02c-1926-2fcab33da76e/rm_image.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/15/d8/d2/15d8d240-d232-c02c-1926-2fcab33da76e/rm_image.jpg/100x100bb.jpg,1.99,cleaned,1.0,USA,USD,2006-09-05T07:00:00Z,Nonfiction,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview123/v4/47/b5/8e/47b58ee5-e6e4-04da-35b7-aca557f69f5c/mzaf_4114904369302677830.std.aac.p.m4a,"Dieser Popsplit handelt von dem Beatles-Song ""I want to hold your hand"" und davon, wie Bob Dylan den Beatles das Kiffen beibrachte...<br />Der Titel ist Teil des Pop-Splits ""Lust for Life -- 21 Geschichten zu Sex, Drugs &amp; Rock'n' Roll"".",© 2006 der apparat multimedia gmbh,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,track,27068619.0,390798460.0,Shy Child,https://music.apple.com/us/artist/shy-child/27068619?uo=4,https://music.apple.com/us/album/the-beatles/390798460?i=390798510&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music/94/e7/6a/mzi.iwoudban.tif/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music/94/e7/6a/mzi.iwoudban.tif/100x100bb.jpg,6.99,notExplicit,11.0,USA,USD,2010-03-15T12:00:00Z,Dance,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/a8/41/60/a841604e-ae62-6ab3-c818-90af7bd1fde5/mzaf_7049348694798606016.plus.aac.p.m4a,,,song,390798510.0,Liquid Love,The Beatles,Liquid Love,The Beatles,https://music.apple.com/us/album/the-beatles/390798460?i=390798510&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music/94/e7/6a/mzi.iwoudban.tif/30x30bb.jpg,0.99,notExplicit,1.0,1.0,5.0,264200.0,True,,,,,,,,,,,,
8,track,,,Akiva Schaffer & Jorma Taccone,,,https://is1-ssl.mzstatic.com/image/thumb/Video20/v4/c6/7b/4b/c67b4be8-0e76-c502-508b-9c5b95a060f8/pr_source.lsr/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Video20/v4/c6/7b/4b/c67b4be8-0e76-c502-508b-9c5b95a060f8/pr_source.lsr/100x100bb.jpg,14.99,notExplicit,,USA,USD,2016-06-03T07:00:00Z,Comedy,https://video-ssl.itunes.apple.com/itunes-assets/Video82/v4/a0/0f/a1/a00fa1d8-ac22-1d47-5040-571bfa281707/mzvf_5615420441975685039.640x354.h264lc.U.p.m4v,,,feature-movie,1113248686.0,,Popstar: Never Stop Never Stopping,,Popstar: Never Stop Never Stopping,https://itunes.apple.com/us/movie/popstar-never-stop-never-stopping/id1113248686?uo=4,https://is1-ssl.mzstatic.com/image/thumb/Video20/v4/c6/7b/4b/c67b4be8-0e76-c502-508b-9c5b95a060f8/pr_source.lsr/30x30bb.jpg,14.99,notExplicit,,,,5190482.0,,,,3.99,14.99,14.99,3.99,R,"After a two-year, sold-out, worldwide tour, Conner4Real (Andy Samberg) is the biggest name in music","After a two-year, sold-out, worldwide tour, Conner4Real (Andy Samberg) is the biggest name in music. Go behind the scenes as Conner faces a crisis of popularity after this sophomore album flops, leaving fans, sycophants and rivals all wondering what to do when Conner4Real is no longer the dopest star of all. The hilarious comedy from blockbuster producer Judd Apatow (Trainwreck, Superbad, Knocked Up) and digital short superstars, The Lonely Island, is loaded with cameos from the biggest names in comedy and music.",True,,
9,audiobook,4416594.0,1684902737.0,"John Lennon, Paul McCartney & George Harrison",https://music.apple.com/us/artist/john-lennon/4416594?uo=4,https://books.apple.com/us/audiobook/the-beatles-the-interviews/id1684902737?uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/d7/54/33/d75433d3-5d21-f3d8-8c5c-153a47feeb9c/9781789322866.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/d7/54/33/d75433d3-5d21-f3d8-8c5c-153a47feeb9c/9781789322866.jpg/100x100bb.jpg,3.99,cleaned,1.0,USA,USD,2023-06-06T07:00:00Z,Nonfiction,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/cb/fc/96/cbfc9624-7724-236b-7cf5-cf9efcfc2542/mzaf_13493701566945974729.std.aac.p.m4a,"A fantastic, entertaining collection of radio interviews from world famous band the Beatles' June 1946 tour of the ""Down Under"" - Australia and New Zealand.",© 2023 One Media iP Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,track,157458.0,284715166.0,Daniel Johnston,https://music.apple.com/us/artist/daniel-johnston/157458?uo=4,https://music.apple.com/us/album/the-beatles/284715166?i=284715205&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music/44/08/17/mzi.abwpkmbg.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music/44/08/17/mzi.abwpkmbg.jpg/100x100bb.jpg,9.99,notExplicit,14.0,USA,USD,2006-04-18T12:00:00Z,Alternative,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/93/c5/79/93c57982-4095-7513-9dae-83cbfa9676bd/mzaf_17451398475858913466.plus.aac.p.m4a,,,song,284715205.0,Lost and Found,The Beatles,Lost and Found,The Beatles,https://music.apple.com/us/album/the-beatles/284715166?i=284715205&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music/44/08/17/mzi.abwpkmbg.jpg/30x30bb.jpg,0.99,notExplicit,1.0,1.0,3.0,144600.0,True,,,,,,,,,,,,
11,track,329275.0,207315427.0,Joe Diffie,https://music.apple.com/us/artist/joe-diffie/329275?uo=4,https://music.apple.com/us/album/bigger-than-the-beatles/207315427?i=207316133&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Features115/v4/f7/69/95/f7699529-e7a5-6b5c-10b0-0f1299777f4e/dj.zeytwggc.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Features115/v4/f7/69/95/f7699529-e7a5-6b5c-10b0-0f1299777f4e/dj.zeytwggc.jpg/100x100bb.jpg,9.99,notExplicit,16.0,USA,USD,1995-11-27T08:00:00Z,Country,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/5e/fc/99/5efc9994-9ef8-6ed4-ed09-946b9949cf37/mzaf_10395587702733332197.plus.aac.p.m4a,,,song,207316133.0,16 Biggest Hits: Joe Diffie,Bigger Than the Beatles,16 Biggest Hits: Joe Diffie,Bigger Than the Beatles,https://music.apple.com/us/album/bigger-than-the-beatles/207315427?i=207316133&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Features115/v4/f7/69/95/f7699529-e7a5-6b5c-10b0-0f1299777f4e/dj.zeytwggc.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,13.0,235427.0,True,,,,,,,,,,,,
12,audiobook,265867174.0,266241608.0,Larry Kane,https://books.apple.com/us/author/larry-kane/id265867174?uo=4,https://books.apple.com/us/audiobook/ticket-to-ride-inside-the-beatles-1964-and-1965/id266241608?uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music/a0/27/0e/mzi.mpfyimyn.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music/a0/27/0e/mzi.mpfyimyn.jpg/100x100bb.jpg,4.99,cleaned,4.0,USA,USD,2007-09-27T07:00:00Z,Biographies & Memoirs,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview123/v4/07/7b/db/077bdb47-1306-fc1e-55bc-cb80b2f815a3/mzaf_6870191578483056977.std.aac.p.m4a,<i>Ticket to Ride</i> recounts broadcast journalist Larry Kane's travels with the Beatles during their first North American tour. The book provides an intimate look at the Fab Four and contains original interview recordings with the band conducted during the tour.,© 2007 DLO Records,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,track,136975.0,1441133100.0,The Beatles,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/hey-jude/1441133100?i=1441133277&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/100x100bb.jpg,19.99,notExplicit,14.0,USA,USD,1968-08-26T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/55/a0/a4/55a0a428-3161-5d88-e3ae-7239bda23e7a/mzaf_1637914439090545987.plus.aac.p.m4a,,,song,1441133277.0,The Beatles 1967-1970 (The Blue Album),Hey Jude,The Beatles 1967-1970 (The Blue Album),Hey Jude,https://music.apple.com/us/album/hey-jude/1441133100?i=1441133277&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/30x30bb.jpg,1.29,notExplicit,2.0,1.0,13.0,431333.0,True,,,,,,,,,,,,
14,track,136975.0,1441133180.0,The Beatles,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/blackbird/1441133180?i=1441133834&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/100x100bb.jpg,19.99,notExplicit,17.0,USA,USD,1968-11-22T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/81/92/53/81925382-68ea-cee8-2f91-f824ac1dc455/mzaf_8008503031387003585.plus.aac.p.m4a,,,song,1441133834.0,The Beatles (The White Album),Blackbird,The Beatles (The White Album),Blackbird,https://music.apple.com/us/album/blackbird/1441133180?i=1441133834&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/30x30bb.jpg,1.29,notExplicit,3.0,1.0,11.0,138387.0,True,,,,,,,,,,,,
15,audiobook,1650548411.0,1650549326.0,Radha Krsna Das,https://books.apple.com/us/author/radha-krsna-das/id1650548411?uo=4,https://books.apple.com/us/audiobook/the-beatles-yoga-secrets/id1650549326?uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/90/81/98/908198ac-4052-3380-5e25-e5c31ec42987/9798887674223_cover.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/90/81/98/908198ac-4052-3380-5e25-e5c31ec42987/9798887674223_cover.jpg/100x100bb.jpg,12.99,cleaned,1.0,USA,USD,2022-05-13T07:00:00Z,Biographies & Memoirs,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/dc/f9/0b/dcf90bd0-c6f0-bace-6955-221d4672897c/mzaf_3286095991918685098.std.aac.p.m4a,"In 1968, the Beatles trekked to a remote, mysterious, and beautiful part of India known as Rishikesh, or the valley of the saints. For literally thousands of years, this remote riverside valley has been a magnet for advanced yogis, mystics, and seekers of truth. In 1968, it was the absolute zenith of all of this and the pop world as well. It was here the Beatles wrote dozens of now iconic songs while meditating at the feet of the lauded spiritual master. Along with many of the world's most celebrated people, the group once again led the way as innovators in not only music, but innate spirituality as well. Fifty years later, we remember the group's bold trek and artistic accomplishment in this inspirational audio biography from Beatles author and historian Geoffrey Giuliano. The Maharishi, the Beatles, and friends tell their own story in this one-of-a-kind celebration of a magical time gone by. If you are a fan of the Beatles and love their music, you have to have this extended, in-depth look at the birth of The Beatles' White Album. In 1992 Geoffrey Giuliano was asked if he would do an exclusive interview with the Maharishi in Switzerland. The author readily agreed as the reclusive spiritual master almost never met the press and he was embarking on an ambitious program of mass meditation to try to purify vast areas of the United States. After a great deal of negotiation, the two finally got together on Christmas Eve and had a prolonged, stirring conversation that is documented here. In addition, the Maharishi was joined by the late world-class magician Doug Henning. Put together with a chronological, historical narration by Giuliano, here is your chance to go one on one with one of the greatest spiritual minds of our time. This is the complete, exhaustive, untold story of the Beatles and the Maharishi, circa 1968.",© 2022 E. Giuliano,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,track,136975.0,1441133180.0,The Beatles,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/birthday/1441133180?i=1441134086&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/100x100bb.jpg,19.99,notExplicit,13.0,USA,USD,1968-11-22T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/7b/86/45/7b8645d9-9795-fa5f-2857-cd71c0db138f/mzaf_3620633884048651190.plus.aac.p.m4a,,,song,1441134086.0,The Beatles (The White Album),Birthday,The Beatles (The White Album),Birthday,https://music.apple.com/us/album/birthday/1441133180?i=1441134086&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/30x30bb.jpg,1.29,notExplicit,3.0,2.0,1.0,162080.0,True,,,,,,,,,,,,
17,track,136975.0,1441133180.0,The Beatles,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/ob-la-di-ob-la-da/1441133180?i=1441133613&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/100x100bb.jpg,19.99,notExplicit,17.0,USA,USD,1968-11-22T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/fa/7a/07/fa7a0768-b29a-b76e-6063-37758da7002d/mzaf_3774014856268767479.plus.aac.p.m4a,,,song,1441133613.0,The Beatles (The White Album),"Ob-La-Di, Ob-La-Da",The Beatles (The White Album),"Ob-La-Di, Ob-La-Da",https://music.apple.com/us/album/ob-la-di-ob-la-da/1441133180?i=1441133613&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/30x30bb.jpg,1.29,notExplicit,3.0,1.0,4.0,188960.0,True,,,,,,,,,,,,
